reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
120055477,432158,433603,3,2012-02-01,1430,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Car
120055477,432158,433603,3,2012-02-01,1430,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Car
120055477,432158,433603,3,2012-02-01,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
120055477,432158,433603,3,2012-02-01,1430,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Car
120055477,432158,433603,3,2012-02-01,1430,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
120055477,432158,433603,3,2012-02-01,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
120050695,430716,432493,2,2012-02-02,800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
120050913,430393,438014,1,2012-02-02,1145,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Bus or coach (17 or more passenger seats)
120051044,421840,433937,2,2012-02-02,1350,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
120051044,421840,433937,2,2012-02-02,1350,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
120051260,433153,435244,2,2012-02-02,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Other Vehicle
120051260,433153,435244,2,2012-02-02,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car
120051260,433153,435244,2,2012-02-02,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
120051391,445316,427931,1,2012-02-02,1800,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,17,Car
120051455,427630,435955,1,2012-02-02,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,Car
120051556,437043,438284,2,2012-02-02,2030,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,41,Motorcycle over 125cc and up to 500cc
120051673,427607,434941,2,2012-02-02,2135,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,38,Car
120051673,427607,434941,2,2012-02-02,2135,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,28,Car
120051673,427607,434941,2,2012-02-02,2135,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car
120052192,430415,433704,1,2012-02-03,910,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Bus or coach (17 or more passenger seats)
120052368,430678,432847,2,2012-02-03,930,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,45,Car
120052368,430678,432847,2,2012-02-03,930,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Car
120052478,435516,440066,1,2012-02-03,920,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
120052523,431450,435821,2,2012-02-03,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,Taxi/Private hire car
120052523,431450,435821,2,2012-02-03,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Taxi/Private hire car
120052523,431450,435821,2,2012-02-03,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,Car
120052523,431450,435821,2,2012-02-03,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Taxi/Private hire car
120052627,426462,437861,1,2012-02-03,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car
120052930,431974,425553,3,2012-02-03,1630,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
120052930,431974,425553,3,2012-02-03,1630,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Goods vehicle 3.5 tonnes mgw and under
120052930,431974,425553,3,2012-02-03,1630,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
120053030,431315,435040,1,2012-02-03,1750,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,28,Car
120053159,436175,434692,2,2012-02-03,1655,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,12,Car
120053506,423793,437365,2,2012-02-03,2325,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
120053682,427474,430656,1,2012-02-03,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Bus or coach (17 or more passenger seats)
120061429,420887,434445,2,2012-02-03,1535,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,67,Taxi/Private hire car
120053821,432458,434588,2,2012-02-04,1100,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
120053821,432458,434588,2,2012-02-04,1100,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
120054301,420796,434412,1,2012-02-04,1730,A,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Female,51,Car
120054448,437663,444753,1,2012-02-04,115,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,22,Car
120054559,442129,434543,3,2012-02-04,2021,Motorway,Snow,Darkness: no street lighting,Snowing without high winds,Driver,Slight,Male,35,Car
120054885,419214,441793,2,2012-02-04,1730,B,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Female,39,Car
120055144,430557,435284,2,2012-02-04,1610,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,49,Car
120054642,441374,430006,2,2012-02-05,58,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,43,Car
120054642,441374,430006,2,2012-02-05,58,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,24,Taxi/Private hire car
120054728,435515,431299,1,2012-02-05,515,Motorway,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Male,54,Minibus (8 – 16 passenger seats)
120054728,435515,431299,1,2012-02-05,515,Motorway,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,55,Minibus (8 – 16 passenger seats)
120054728,435515,431299,1,2012-02-05,515,Motorway,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,65,Minibus (8 – 16 passenger seats)
120054728,435515,431299,1,2012-02-05,515,Motorway,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,51,Minibus (8 – 16 passenger seats)
120054739,428604,432900,1,2012-02-05,600,A,Snow,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Car
120054971,441141,434585,1,2012-02-05,814,Motorway,Snow,Daylight: street lights present,Other,Driver,Slight,Female,20,Car
120056006,423491,435732,2,2012-02-06,900,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Motorcycle over 50cc and up to 125cc
120056006,423491,435732,2,2012-02-06,900,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
120056299,440803,428599,2,2012-02-06,1020,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Motorcycle over 50cc and up to 125cc
120056329,430436,433966,2,2012-02-06,920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
120056805,428523,434284,2,2012-02-06,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
120056805,428523,434284,2,2012-02-06,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
120056805,428523,434284,2,2012-02-06,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,40,Car
120057088,432458,434817,2,2012-02-06,1530,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,60,Car
120057206,416725,441721,1,2012-02-06,1505,Unclassified,Snow,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,34,Bus or coach (17 or more passenger seats)
120057513,432532,443143,1,2012-02-06,2105,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,27,Car
120057513,432532,443143,1,2012-02-06,2105,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,22,Car
120057513,432532,443143,1,2012-02-06,2105,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,20,Car
120057513,432532,443143,1,2012-02-06,2105,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,24,Car
120073526,435769,436819,2,2012-02-06,1005,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats)
120058045,440464,447477,2,2012-02-07,1010,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car
120058045,440464,447477,2,2012-02-07,1010,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
120059816,432059,438847,2,2012-02-07,2000,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,21,Car
120059816,432059,438847,2,2012-02-07,2000,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,47,Car
120060158,428929,433412,2,2012-02-07,1700,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,29,Taxi/Private hire car
120060158,428929,433412,2,2012-02-07,1700,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,3,Taxi/Private hire car
120059441,436106,434831,1,2012-02-08,750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Motorcycle over 125cc and up to 500cc
120060312,432033,430982,2,2012-02-08,1637,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,68,Car
120060312,432033,430982,2,2012-02-08,1637,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
120060474,433399,429906,1,2012-02-08,1932,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,33,Car
120061260,428583,435469,1,2012-02-08,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Car
120064815,420340,434268,2,2012-02-08,730,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,59,Motorcycle over 125cc and up to 500cc
120061206,436128,434837,2,2012-02-09,1010,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
120061285,433131,434016,2,2012-02-09,1035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Bus or coach (17 or more passenger seats)
120061285,433131,434016,2,2012-02-09,1035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,75,Bus or coach (17 or more passenger seats)
120061685,423259,429729,4,2012-02-09,1325,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
120062288,428677,434926,1,2012-02-09,2058,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,25,Car
120062491,443059,432604,1,2012-02-10,220,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,42,Car
120062497,431490,428318,1,2012-02-10,325,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,20,Car
120062497,431490,428318,1,2012-02-10,325,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,19,Car
120063283,429922,427822,1,2012-02-10,1152,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,76,Bus or coach (17 or more passenger seats)
120063333,426063,427379,3,2012-02-10,1320,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
120063333,426063,427379,3,2012-02-10,1320,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Car
120064450,426659,433069,2,2012-02-10,1955,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,54,Car
120064257,429589,434804,1,2012-02-11,10,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Fatal,Male,19,Car
120064619,425127,439377,1,2012-02-11,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,71,Bus or coach (17 or more passenger seats)
120064619,425127,439377,1,2012-02-11,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or coach (17 or more passenger seats)
120065028,431461,434193,2,2012-02-11,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,46,Taxi/Private hire car
120065053,438916,433957,2,2012-02-11,1443,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,69,Car
120065053,438916,433957,2,2012-02-11,1443,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,Car
120065210,429671,434589,1,2012-02-11,345,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22,Car
120065238,438969,436677,1,2012-02-11,1835,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,23,Car
120065239,440565,448564,1,2012-02-11,1902,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,85,Car
120065847,427482,432598,3,2012-02-11,1200,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,62,Car
120066087,432347,434978,1,2012-02-12,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Car
120066399,434308,430184,2,2012-02-12,1350,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
120066399,434308,430184,2,2012-02-12,1350,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
