reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
71409,425479,434192,1,2009-01-28,1740,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Pedestrian,Serious,Male,18,Car
73309,429797,433923,2,2009-01-28,1000,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Pedal cycle
88909,428678,435628,2,2009-01-28,1720,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Male,25,Pedal cycle
90809,435926,435424,1,2009-01-28,805,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car
93909,430889,434252,3,2009-01-28,1209,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car
93909,430889,434252,3,2009-01-28,1209,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Car
75209,428838,434630,2,2009-01-29,1735,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
75509,422946,427920,4,2009-01-29,749,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Female,36,Car
75509,422946,427920,4,2009-01-29,749,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Female,46,Car
75509,422946,427920,4,2009-01-29,749,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Passenger,Serious,Male,42,Car
75609,427265,427701,2,2009-01-29,900,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
77809,423583,434592,2,2009-01-29,740,Unclassified,Wet / Damp,Daylight: street lights present,Other,Driver,Serious,Male,59,Pedal cycle
78809,422078,433943,2,2009-01-29,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
78809,422078,433943,2,2009-01-29,1330,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,53,Car
80409,435821,435759,3,2009-01-29,2332,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20,Car
80409,435821,435759,3,2009-01-29,2332,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car
80509,432061,436084,3,2009-01-29,821,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car
80509,432061,436084,3,2009-01-29,821,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
80509,432061,436084,3,2009-01-29,821,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
85909,429427,435414,1,2009-01-29,2241,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Serious,Male,44,Taxi/Private hire car
76909,427495,425524,2,2009-01-30,1405,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
77209,431072,430361,2,2009-01-30,1840,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 125cc and up to 500cc
77209,431072,430361,2,2009-01-30,1840,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car
77309,431074,431989,2,2009-01-30,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
77409,432914,432149,2,2009-01-30,703,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc
78009,424889,427724,2,2009-01-30,1823,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,35,Motorcycle over 500cc
78109,422365,440401,1,2009-01-30,1820,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Pedestrian,Slight,Male,32,Car
79509,427608,434511,2,2009-01-30,2248,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,35,Other Vehicle
79509,427608,434511,2,2009-01-30,2248,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,31,Car
79509,427608,434511,2,2009-01-30,2248,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car
79809,435231,434830,2,2009-01-30,715,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,33,Car
79809,435231,434830,2,2009-01-30,715,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,54,Car
80009,428546,433218,2,2009-01-30,2139,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
81609,430243,424085,5,2009-01-30,1755,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Car
81609,430243,424085,5,2009-01-30,1755,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car
81609,430243,424085,5,2009-01-30,1755,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,49,Car
89109,426281,435577,2,2009-01-30,1435,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
115909,427619,436158,2,2009-01-30,1545,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
115909,427619,436158,2,2009-01-30,1545,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
77909,434271,433802,1,2009-01-31,1801,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
77909,434271,433802,1,2009-01-31,1801,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,24,Car
79209,423015,437661,2,2009-01-31,1920,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Pedal cycle
89709,432172,427284,1,2009-01-31,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
89709,432172,427284,1,2009-01-31,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,29,Car
89709,432172,427284,1,2009-01-31,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,38,Car
89709,432172,427284,1,2009-01-31,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,40,Car
95809,420964,439969,1,2009-01-31,1455,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Car
105309,420896,434453,2,2009-01-31,1400,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
75409,429175,438564,2,2009-02-01,1847,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,26,Car
78409,433659,438992,1,2009-02-01,506,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,22,Car
78409,433659,438992,1,2009-02-01,506,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,21,Car
80609,432798,434232,2,2009-02-01,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
80609,432798,434232,2,2009-02-01,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
88309,438496,430405,2,2009-02-01,1250,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
108509,430376,434971,2,2009-02-01,1300,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver,Slight,Female,48,Car
82809,432453,433799,2,2009-02-02,1011,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,37,Car
87909,418803,442401,1,2009-02-02,1720,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Passenger,Slight,Male,4,Car
88809,440497,434871,1,2009-02-02,935,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,47,Car
89009,435099,434709,2,2009-02-02,1540,A,Snow,Daylight: street lights present,Snowing with high winds,Driver,Slight,Male,49,Car
89209,443610,435910,6,2009-02-02,922,Motorway,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,22,Car
88709,436169,427632,2,2009-02-03,1800,A,Snow,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
89309,433725,434028,2,2009-02-03,830,A,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,40,Bus or coach (17 or more passenger seats)
89309,433725,434028,2,2009-02-03,830,A,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,17,Bus or coach (17 or more passenger seats)
89309,433725,434028,2,2009-02-03,830,A,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats)
89309,433725,434028,2,2009-02-03,830,A,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,19,Bus or coach (17 or more passenger seats)
101709,442496,434219,2,2009-02-03,915,A,Snow,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
101709,442496,434219,2,2009-02-03,915,A,Snow,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,29,Car
101909,432772,429619,1,2009-02-03,1620,Unclassified,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,40,Motorcycle over 500cc
90309,432117,434677,2,2009-02-04,1641,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,Car
94809,429157,431575,1,2009-02-04,800,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Female,44,Car
106609,428747,430849,2,2009-02-04,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
113309,430385,433607,1,2009-02-04,1530,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Female,24,Taxi/Private hire car
94109,434031,428101,2,2009-02-05,953,Unclassified,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,66,Car
95109,427504,425505,2,2009-02-05,1925,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,58,Car
95109,427504,425505,2,2009-02-05,1925,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
98809,435698,434586,1,2009-02-05,1015,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,26,Car
102109,433192,437362,1,2009-02-05,900,Unclassified,Snow,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car
105409,436330,425921,6,2009-02-05,927,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
105809,430346,435461,2,2009-02-05,935,Unclassified,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,29,Car
94609,426645,433497,2,2009-02-06,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
94609,426645,433497,2,2009-02-06,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car
94909,422927,433213,2,2009-02-06,755,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 50cc and up to 125cc
95409,421853,436450,1,2009-02-06,1235,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,94,Car
99509,442236,431749,1,2009-02-06,2245,A,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,25,Car
99509,442236,431749,1,2009-02-06,2245,A,Frost / Ice,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,34,Car
100809,432521,434724,2,2009-02-06,1710,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,36,Motorcycle over 500cc
102909,437021,429229,3,2009-02-06,1705,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
111609,434065,435141,1,2009-02-06,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,2009-02-06,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,12,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,2009-02-06,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,2009-02-06,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,2009-02-06,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,2009-02-06,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Bus or coach (17 or more passenger seats)
124109,423193,434657,3,2009-02-06,1755,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,62,Car
141909,433148,426326,2,2009-02-06,830,A,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,32,Car
100009,435345,434799,1,2009-02-07,513,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car
101209,434457,433704,2,2009-02-07,1945,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,64,Car
103309,429860,431850,1,2009-02-07,1603,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,48,Bus or coach (17 or more passenger seats)
103309,429860,431850,1,2009-02-07,1603,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,37,Bus or coach (17 or more passenger seats)
103309,429860,431850,1,2009-02-07,1603,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Bus or coach (17 or more passenger seats)
103709,429915,434256,2,2009-02-07,1203,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
125809,429201,434161,4,2009-02-07,645,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,57,Car
125809,429201,434161,4,2009-02-07,645,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,52,Car
125809,429201,434161,4,2009-02-07,645,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,55,Car
274409,428840,434631,2,2009-02-07,1814,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,33,Car
101609,428301,434811,1,2009-02-08,335,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,25,Taxi/Private hire car
