reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
446209,429847,432998,2,2009-06-04,1640,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
572209,427599,436800,2,2009-06-04,740,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
415209,430076,433877,1,2009-06-05,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,Bus or coach (17 or more passenger seats)
444609,427780,434626,2,2009-06-05,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,11,Pedal cycle
446509,427529,438624,2,2009-06-05,835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
451009,433468,434897,2,2009-06-05,1834,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,25,Taxi/Private hire car
452209,435321,434812,2,2009-06-05,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
459309,428102,426660,2,2009-06-05,1315,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
459309,428102,426660,2,2009-06-05,1315,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
451309,439482,426194,1,2009-06-06,300,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
453009,430055,434014,1,2009-06-06,1554,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26,Bus or coach (17 or more passenger seats)
461409,434489,430667,1,2009-06-06,840,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,21,Car
470309,425271,437602,2,2009-06-06,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
470309,425271,437602,2,2009-06-06,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
448009,432013,426289,2,2009-06-07,30,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Car
448709,429234,428145,2,2009-06-07,1800,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car
470109,430982,433446,1,2009-06-07,2307,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,26,Car
491409,440591,432096,1,2009-06-07,210,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
491409,440591,432096,1,2009-06-07,210,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
462409,422177,441877,2,2009-06-08,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
470709,429735,434683,2,2009-06-08,655,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,Car
486409,427958,430345,2,2009-06-08,1845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
533209,443041,445603,1,2009-06-08,1800,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,17,Other Vehicle
454609,430781,433498,1,2009-06-09,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats)
454809,430921,434358,2,2009-06-09,852,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
455409,432061,430385,1,2009-06-09,1115,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
456409,430661,427029,1,2009-06-09,1141,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,16,M/cycle 50cc and under
458609,429605,434659,1,2009-06-09,1436,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,34,Car
461709,430817,433274,2,2009-06-09,2220,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,60,Bus or coach (17 or more passenger seats)
461709,430817,433274,2,2009-06-09,2220,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,60,Bus or coach (17 or more passenger seats)
462309,430267,433739,1,2009-06-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,72,Bus or coach (17 or more passenger seats)
476509,419444,434554,1,2009-06-09,2055,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc
482209,430732,435030,2,2009-06-09,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
482209,430732,435030,2,2009-06-09,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
527909,422378,432607,2,2009-06-09,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
462709,430082,431189,1,2009-06-10,1523,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Other Vehicle
466209,431342,433935,2,2009-06-10,1917,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Motorcycle over 500cc
461809,427995,435188,2,2009-06-11,745,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 500cc
465509,430489,437163,2,2009-06-11,1810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
465709,437997,432950,2,2009-06-11,2113,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car
466109,424609,435110,2,2009-06-11,1740,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,10,Pedal cycle
466509,432160,436134,3,2009-06-11,1835,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Car
468009,422408,428986,2,2009-06-11,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
473809,430277,431962,2,2009-06-11,1625,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
473809,430277,431962,2,2009-06-11,1625,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
487209,437009,434736,2,2009-06-11,2110,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,58,Car
487409,429309,435024,2,2009-06-11,230,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Taxi/Private hire car
487409,429309,435024,2,2009-06-11,230,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Taxi/Private hire car
487409,429309,435024,2,2009-06-11,230,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
466309,428501,434312,1,2009-06-12,15,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,16,Car
469109,440953,447834,2,2009-06-12,1823,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
469609,431956,430318,2,2009-06-12,1635,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
469609,431956,430318,2,2009-06-12,1635,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
471009,428213,433557,2,2009-06-12,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
473009,429514,430279,2,2009-06-12,750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
473009,429514,430279,2,2009-06-12,750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
475509,438705,445866,2,2009-06-12,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,82,Car
468609,420514,436541,2,2009-06-13,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Pedal cycle
469209,424249,428164,2,2009-06-13,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,28,Car
472509,423132,428428,2,2009-06-13,1313,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,9,Pedal cycle
476109,432453,435205,2,2009-06-13,1923,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,14,Pedal cycle
494709,431551,428503,2,2009-06-13,228,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
468909,428368,428719,1,2009-06-14,1536,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car
471209,436168,427633,2,2009-06-14,1209,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
471209,436168,427633,2,2009-06-14,1209,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
472309,420901,434493,2,2009-06-14,1820,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,Car
473909,432291,445653,2,2009-06-14,1250,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Motorcycle over 500cc
473909,432291,445653,2,2009-06-14,1250,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Motorcycle over 500cc
476309,432408,439852,3,2009-06-14,1205,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,Pedal cycle
481809,427297,433401,3,2009-06-14,1358,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
484109,424859,441872,2,2009-06-14,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Motorcycle over 50cc and up to 125cc
473609,433671,429620,2,2009-06-15,1450,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car
473609,433671,429620,2,2009-06-15,1450,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Car
474309,425224,436936,2,2009-06-15,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
478509,426475,426737,2,2009-06-15,810,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,12,Car
478509,426475,426737,2,2009-06-15,810,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
483609,425494,435376,2,2009-06-15,1130,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,20,Car
486509,429347,434617,1,2009-06-15,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,Car
474509,428965,433912,2,2009-06-16,18,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,38,Taxi/Private hire car
474509,428965,433912,2,2009-06-16,18,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car
478709,430906,436530,1,2009-06-16,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats)
478909,430786,438591,2,2009-06-16,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,72,Car
478909,430786,438591,2,2009-06-16,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,41,Car
481509,428000,436009,2,2009-06-16,1830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,Pedal cycle
482809,428413,437837,2,2009-06-16,700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,66,Pedal cycle
483009,427453,434949,3,2009-06-16,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
483009,427453,434949,3,2009-06-16,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
483009,427453,434949,3,2009-06-16,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car
483509,435472,425890,3,2009-06-16,1650,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
484609,426578,427694,2,2009-06-16,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
487109,433186,433968,2,2009-06-16,2040,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
487909,426248,431904,1,2009-06-16,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Bus or coach (17 or more passenger seats)
499909,440772,428644,1,2009-06-16,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,69,Bus or coach (17 or more passenger seats)
586409,436029,436955,1,2009-06-16,2115,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc
482609,430476,437228,2,2009-06-17,1315,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,65,Car
487309,429816,434396,2,2009-06-17,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
496009,430739,434770,2,2009-06-17,1710,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
486609,426874,429164,2,2009-06-18,1549,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
486609,426874,429164,2,2009-06-18,1549,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
486609,426874,429164,2,2009-06-18,1549,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Car
486609,426874,429164,2,2009-06-18,1549,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Car
497009,430131,432173,2,2009-06-18,1709,A,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,29,Motorcycle over 125cc and up to 500cc
502609,429759,427354,1,2009-06-18,1735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,4,Car
503509,427444,436139,2,2009-06-18,2042,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
548709,426824,434970,2,2009-06-18,815,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,Pedal cycle
483109,439684,449044,2,2009-06-19,1022,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
485809,419324,441747,2,2009-06-19,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
485809,419324,441747,2,2009-06-19,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car
485809,419324,441747,2,2009-06-19,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats)
486809,435344,427518,2,2009-06-19,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car
487809,430082,435418,2,2009-06-19,2330,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver,Slight,Male,31,Pedal cycle
488509,441005,445700,2,2009-06-19,1600,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
488509,441005,445700,2,2009-06-19,1600,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
490309,433187,434012,2,2009-06-19,1430,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,87,Bus or coach (17 or more passenger seats)
490809,430806,433455,2,2009-06-19,1350,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,38,Bus or coach (17 or more passenger seats)
494809,427708,434474,3,2009-06-19,1035,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,23,Pedal cycle
495909,418792,444757,2,2009-06-19,1715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,13,Pedal cycle
496209,432430,435184,2,2009-06-19,1833,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc
496209,432430,435184,2,2009-06-19,1833,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Motorcycle over 50cc and up to 125cc
497209,432489,436579,2,2009-06-19,2106,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Taxi/Private hire car
497209,432489,436579,2,2009-06-19,2106,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,Taxi/Private hire car
497209,432489,436579,2,2009-06-19,2106,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Taxi/Private hire car
497209,432489,436579,2,2009-06-19,2106,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Taxi/Private hire car
497209,432489,436579,2,2009-06-19,2106,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Taxi/Private hire car
497209,432489,436579,2,2009-06-19,2106,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,Taxi/Private hire car
488209,424246,434481,2,2009-06-20,2320,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,57,Car
488209,424246,434481,2,2009-06-20,2320,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car
493409,430678,424632,1,2009-06-20,1030,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,40,Car
495209,428275,434565,2,2009-06-20,1150,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,22,Pedal cycle
497909,421504,435905,2,2009-06-20,1300,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
503709,425670,432193,1,2009-06-20,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,Car
528909,433178,434010,2,2009-06-20,1930,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
490609,431221,440980,1,2009-06-21,400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
490609,431221,440980,1,2009-06-21,400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
490609,431221,440980,1,2009-06-21,400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Car
490609,431221,440980,1,2009-06-21,400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
492909,433644,429581,1,2009-06-21,2312,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Car
516509,436072,434288,3,2009-06-21,2050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
516509,436072,434288,3,2009-06-21,2050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
495709,431905,435737,2,2009-06-22,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,75,Car
496109,440420,442434,2,2009-06-22,1740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
496509,424787,434807,1,2009-06-22,2230,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,14,Car
502209,430527,438554,1,2009-06-22,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,70,Car
510609,445588,430929,1,2009-06-22,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,60,Motorcycle over 500cc
510909,426815,435708,2,2009-06-22,1510,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,87,Car
511609,431493,435124,2,2009-06-22,1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Motorcycle over 500cc
499709,422550,436277,1,2009-06-23,1644,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,42,Car
502409,428956,435471,2,2009-06-23,2330,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Car
504609,423042,437642,2,2009-06-23,700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
509809,440219,432994,2,2009-06-23,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,14,Pedal cycle
519309,430963,435867,2,2009-06-23,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,30,Pedal cycle
528509,431512,435149,2,2009-06-23,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
528509,431512,435149,2,2009-06-23,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Car
594809,428835,436568,3,2009-06-23,2225,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,46,Car
502109,429605,431110,2,2009-06-24,1645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Motorcycle over 125cc and up to 500cc
517309,437486,431651,2,2009-06-24,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
518209,431618,437090,2,2009-06-24,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Male,2,Bus or coach (17 or more passenger seats)
527509,429411,437318,1,2009-06-24,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
503309,422833,433543,1,2009-06-25,755,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Pedal cycle
503309,422833,433543,1,2009-06-25,755,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Pedal cycle
504009,429410,431359,1,2009-06-25,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,37,Car
504309,428784,432689,3,2009-06-25,910,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
504309,428784,432689,3,2009-06-25,910,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,31,Car
504909,430030,432524,1,2009-06-25,1730,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,24,Car
507009,422363,433452,2,2009-06-25,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
516409,440953,439816,2,2009-06-25,1345,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,53,Motorcycle over 500cc
518509,430187,432827,2,2009-06-25,2115,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
527709,436116,435543,2,2009-06-25,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
508909,426338,428160,2,2009-06-26,855,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
509209,423005,429426,1,2009-06-26,1235,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Goods vehicle 7.5 tonnes mgw and over
511109,429043,436820,1,2009-06-26,845,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,42,Bus or coach (17 or more passenger seats)
511409,424127,444004,2,2009-06-26,2350,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Car
511409,424127,444004,2,2009-06-26,2350,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,49,Car
515409,423772,437592,2,2009-06-26,1150,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
515409,423772,437592,2,2009-06-26,1150,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Pedal cycle
516809,433894,433444,1,2009-06-26,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 50cc and up to 125cc
516809,433894,433444,1,2009-06-26,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Motorcycle over 50cc and up to 125cc
594509,434117,428643,1,2009-06-26,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car
505309,422924,437549,2,2009-06-27,1225,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car
505309,422924,437549,2,2009-06-27,1225,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Car
509409,430954,428794,1,2009-06-27,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,4,Car
509909,427403,430422,1,2009-06-27,1214,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Agricultural vehicle (includes diggers etc.)
512209,426016,437494,1,2009-06-27,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,81,Bus or coach (17 or more passenger seats)
517509,430444,434909,1,2009-06-27,35,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
506309,420406,445344,1,2009-06-28,215,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,Car
506309,420406,445344,1,2009-06-28,215,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
518809,429165,430536,2,2009-06-28,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,10,Pedal cycle
520109,432331,436321,2,2009-06-28,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,42,Car
520109,432331,436321,2,2009-06-28,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,53,Car
522109,441220,448722,2,2009-06-28,1945,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Car
516009,428569,431477,2,2009-06-29,1056,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Minibus (8 – 16 passenger seats)
516009,428569,431477,2,2009-06-29,1056,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
516009,428569,431477,2,2009-06-29,1056,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Minibus (8 – 16 passenger seats)
516009,428569,431477,2,2009-06-29,1056,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,68,Minibus (8 – 16 passenger seats)
516609,429057,433891,3,2009-06-29,1335,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,Car
517009,430091,434604,2,2009-06-29,935,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
519909,431934,435779,2,2009-06-29,1105,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
520509,432237,434671,1,2009-06-29,928,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
521109,426729,428111,1,2009-06-29,2030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,44,Motorcycle over 50cc and up to 125cc
518609,429883,432819,1,2009-06-30,807,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,27,Car
521409,428097,434684,2,2009-06-30,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Motorcycle over 500cc
523909,420429,440373,2,2009-06-30,945,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,45,Pedal cycle
